Nome,Sexo,Idade,Altura_cm,Peso_kg,Pais,Código_pais,Ano,Estação,Cidade,Esporte,Evento,Medalha,Altura_m,IMC,Pais_traduzido
Luvsanlkhndeviin Otgonbayar,F,30.0,153.0,47.0,Mongolia,MGL,2012,Verão,London,Atletismo,Atletismo Feminino Maratona,,1.53,20.07774787474903,Mongólia
Luvsanlkhndeviin Otgonbayar,F,34.0,153.0,47.0,Mongolia,MGL,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino Maratona,,1.53,20.07774787474903,Mongólia
Maxime Luycx,M,29.0,171.0,73.0,Belgium,BEL,2012,Verão,London,Hóquei,Hóquei Masculino,,1.71,24.96494647925858,Bélgica
Lock Luypaert,M,24.0,181.0,78.0,Belgium,BEL,2016,Verão,Rio de Janeiro,Hóquei,Hóquei Masculino,Prata,1.81,23.808797045267237,Bélgica
Rafael Freire Luz,M,24.0,188.0,85.0,Brazil,BRA,2016,Verão,Rio de Janeiro,Basquete,Basquete Masculino,,1.88,24.049343594386603,Brasil
Nary Ly,F,44.0,160.0,55.0,Cambodia,CAM,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino Maratona,,1.6,21.484374999999996,Camboja
Aleksandr Petrovich Lyakhovich,M,27.0,172.0,65.0,Belarus,BLR,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino 20 km Marcha,,1.72,21.971335857220122,Bielorrússia
Vadim Nikolayevich Lyalin,M,29.0,200.0,100.0,Belarus,BLR,2012,Verão,London,Remo,Remo Masculino Quatro Sem Cargueiro,,2.0,25.0,Bielorrússia
Vadim Nikolayevich Lyalin,M,33.0,200.0,100.0,Belarus,BLR,2016,Verão,Rio de Janeiro,Remo,Remo Masculino Quatro Sem Cargueiro,,2.0,25.0,Bielorrússia
Nikita Andreyevich Lyamin,M,30.0,203.0,90.0,Russia,RUS,2016,Verão,Rio de Janeiro,Vôlei de Praia,Vôlei de Praia Masculino,,2.03,21.83988934456066,Rússia
Kirill Igorevich Lyapunov,M,30.0,180.0,81.0,Russia,RUS,2016,Verão,Rio de Janeiro,Canoagem,Canoagem Masculina Canoa Quádrupla 1.000 metros,,1.8,25.0,Rússia
Beth Georgina Lygoe,F,30.0,156.0,60.0,Saint Lucia,LCA,2012,Verão,London,Vela,Vela Feminina Um Pessoal Dinghy,,1.56,24.654832347140037,Santa Lúcia
Karina Lykhvar,F,17.0,170.0,53.0,Israel,ISR,2016,Verão,Rio de Janeiro,Ginástica Rítmica,Ginástica Rítmica Feminina Equipe,,1.7,18.339100346020764,Israel
Oleh Viktorovych Lykov,M,38.0,202.0,105.0,Ukraine,UKR,2012,Verão,London,Remo,Remo Masculino Oito com Cargueiro,,2.02,25.732771296931674,Ucrânia
Adrienne Lyle,F,27.0,180.0,75.0,United States,USA,2012,Verão,London,Hipismo,Equitação Mista Adestramento Individual,,1.8,23.148148148148145,Estados Unidos
Marianna Lymberta,F,33.0,169.0,53.0,Greece,GRE,2012,Verão,London,Natação,Natação Feminina 10 quilômetros Águas Abertas,,1.69,18.556773222226116,Grécia
Finn Lynch,M,20.0,182.0,82.0,Ireland,IRL,2016,Verão,Rio de Janeiro,Vela,Vela Masculina Dingue Individual,,1.82,24.755464315903875,Irlanda
Rachael Lynch,F,30.0,179.0,68.0,Australia,AUS,2016,Verão,Rio de Janeiro,Hóquei,Hóquei Feminino,,1.79,21.22280827689523,Austrália
Sinad Lynch (Jennings-),F,39.0,172.0,57.0,Ireland,IRL,2016,Verão,Rio de Janeiro,Remo,Remo Feminino Dupla Leve,,1.72,19.2671714440238,Irlanda
Maksim Aleksandrovich Lynsha,M,27.0,188.0,78.0,Belarus,BLR,2012,Verão,London,Atletismo,Atletismo Masculino 110 metros com Barreiras,,1.88,22.068809416025353,Bielorrússia
Manuella Duarte Lyrio,F,27.0,163.0,57.0,Brazil,BRA,2016,Verão,Rio de Janeiro,Natação,Natação Feminina 200 metros Livre,,1.63,21.453573713726524,Brasil
Manuella Duarte Lyrio,F,27.0,163.0,57.0,Brazil,BRA,2016,Verão,Rio de Janeiro,Natação,Natação Feminina Revezamento 4 x 100 metros Livre,,1.63,21.453573713726524,Brasil
Manuella Duarte Lyrio,F,27.0,163.0,57.0,Brazil,BRA,2016,Verão,Rio de Janeiro,Natação,Natação Feminina Revezamento 4 x 200 metros Livre,,1.63,21.453573713726524,Brasil
Anastasiya Serhivna Lysenko,F,20.0,176.0,101.0,Ukraine,UKR,2016,Verão,Rio de Janeiro,Levantamento de Peso,Halterofilismo Feminino Super Pesado,,1.76,32.60588842975207,Ucrânia
Tatyana Viktorovna Lysenko (-Beloborodova),F,28.0,180.0,85.0,Russia,RUS,2012,Verão,London,Atletismo,Atletismo Feminino Lançamento de Martelo,Ouro,1.8,26.234567901234566,Rússia
Pavel Konstantinovich Lyzhin,M,31.0,189.0,120.0,Belarus,BLR,2012,Verão,London,Atletismo,Atletismo Masculino Arremesso de Peso,,1.89,33.59368438733518,Bielorrússia
Hanna yczbiska,F,26.0,178.0,64.0,Poland,POL,2016,Verão,Rio de Janeiro,Esgrima,Esgrima Feminina Florete Individual,,1.78,20.199469763918696,Polônia
Ma Duanbin,M,26.0,174.0,66.0,China,CHN,2016,Verão,Rio de Janeiro,Judô,Judô Masculino Meio Leve,,1.74,21.79944510503369,China
Ma Huanhuan,F,22.0,178.0,66.0,China,CHN,2012,Verão,London,Polo Aquático,Pólo Aquático Feminino,,1.78,20.830703194041156,China
Ma Huanhuan,F,26.0,178.0,66.0,China,CHN,2016,Verão,Rio de Janeiro,Polo Aquático,Pólo Aquático Feminino,,1.78,20.830703194041156,China
Ma Jianfei,M,27.0,186.0,78.0,China,CHN,2012,Verão,London,Esgrima,Esgrima Masculino Florete Individual,,1.86,22.54595907041276,China
Ma Jianfei,M,27.0,186.0,78.0,China,CHN,2012,Verão,London,Esgrima,Esgrima Masculino Florete Equipe,,1.86,22.54595907041276,China
Ma Jianfei,M,32.0,186.0,78.0,China,CHN,2016,Verão,Rio de Janeiro,Esgrima,Esgrima Masculino Florete Individual,,1.86,22.54595907041276,China
Ma Jianfei,M,32.0,186.0,78.0,China,CHN,2016,Verão,Rio de Janeiro,Esgrima,Esgrima Masculino Florete Equipe,,1.86,22.54595907041276,China
Ma Jin,F,24.0,167.0,58.0,China,CHN,2012,Verão,London,Badminton,Badminton Duplas Mistas,Prata,1.67,20.796729893506402,China
Ma Jin,F,28.0,167.0,58.0,China,CHN,2016,Verão,Rio de Janeiro,Badminton,Badminton Duplas Mistas,,1.67,20.796729893506402,China
Ma Long,M,23.0,175.0,72.0,China,CHN,2012,Verão,London,Tênis de Mesa,Tênis de Mesa Masculino Equipe,Ouro,1.75,23.510204081632654,China
Ma Long,M,27.0,175.0,72.0,China,CHN,2016,Verão,Rio de Janeiro,Tênis de Mesa,Tênis de Mesa Masculino Individual,Ouro,1.75,23.510204081632654,China
Ma Long,M,27.0,175.0,72.0,China,CHN,2016,Verão,Rio de Janeiro,Tênis de Mesa,Tênis de Mesa Masculino Equipe,Ouro,1.75,23.510204081632654,China
Ma Menglu,F,18.0,167.0,61.0,China,CHN,2016,Verão,Rio de Janeiro,Ciclismo,Ciclismo Feminino Perseguição por Equipes,,1.67,21.872422819032593,China
Ma Qing,F,23.0,174.0,68.0,China,CHN,2016,Verão,Rio de Janeiro,Canoagem,Canoagem Feminina Kayak Duplo 500 metros,,1.74,22.460034350640772,China
Ma Qing,F,23.0,174.0,68.0,China,CHN,2016,Verão,Rio de Janeiro,Canoagem,Canoagem Feminina Canoa Quádrupla 500 metros,,1.74,22.460034350640772,China
Ma Wei,F,25.0,172.0,62.0,China,CHN,2012,Verão,London,Hóquei,Hóquei Feminino,,1.72,20.9572742022715,China
Ma Xiaoxu,F,28.0,172.0,73.0,China,CHN,2016,Verão,Rio de Janeiro,Futebol,Futebol Feminino,,1.72,24.675500270416443,China
Ma Xuejun,F,27.0,184.0,80.0,China,CHN,2012,Verão,London,Atletismo,Atletismo Feminino Lançamento de Disco,,1.84,23.629489603024574,China
Ma Yibo,F,31.0,174.0,70.0,China,CHN,2012,Verão,London,Hóquei,Hóquei Feminino,,1.74,23.120623596247853,China
Ma Yingnan,F,32.0,158.0,52.0,China,CHN,2016,Verão,Rio de Janeiro,Judô,Judô Feminino Meio Leve,,1.58,20.82999519307803,China
Ma Yunwen,F,25.0,189.0,76.0,China,CHN,2012,Verão,London,Voleibol,Vôlei Feminino,,1.89,21.27600011197895,China
Ma Zengyu,F,29.0,183.0,79.0,China,CHN,2012,Verão,London,Basquete,Basquete Feminino,,1.83,23.589835468362743,China
Khalil El-Maaoui,M,23.0,164.0,56.0,Tunisia,TUN,2012,Verão,London,Levantamento de Peso,Levantamento de Peso Masculino Peso Galo,,1.64,20.820939916716245,Tunísia
Mohamed Jilani Maaref,M,24.0,192.0,100.0,Tunisia,TUN,2016,Verão,Rio de Janeiro,Handebol,Handebol Masculino,,1.92,27.12673611111111,Tunísia
Ali Ahmad Mabkhout Muhsin Omraan Al-Hajeri,M,21.0,176.0,71.0,United Arab Emirates,UAE,2012,Verão,London,Futebol,Futebol Masculino,,1.76,22.920971074380166,Emirados Árabes Unidos
Hassan Mabrouk,M,34.0,190.0,100.0,Qatar,QAT,2016,Verão,Rio de Janeiro,Handebol,Handebol Masculino,,1.9,27.70083102493075,Catar
Marko Macan,M,23.0,196.0,109.0,Croatia,CRO,2016,Verão,Rio de Janeiro,Polo Aquático,Pólo Aquático Masculino,Prata,1.96,28.373594335693465,Croácia
Veronika Macarol,F,29.0,178.0,68.0,Slovenia,SLO,2016,Verão,Rio de Janeiro,Vela,Vela Feminina Dois Pessoal Dinghy,,1.78,21.461936624163616,Eslovênia
Sofa Maccari,F,28.0,165.0,66.0,Argentina,ARG,2012,Verão,London,Hóquei,Hóquei Feminino,Prata,1.65,24.242424242424246,Argentina
Marcos Antnio Costa Ferreira de Macedo,M,25.0,189.0,85.0,Brazil,BRA,2016,Verão,Rio de Janeiro,Natação,Natação Masculina 100 Metros Borboleta,,1.89,23.79552644102909,Brasil
Botjan Maek,M,40.0,174.0,118.0,Slovenia,SLO,2012,Verão,London,Tiro Esportivo,Tiro Masculino Fossa,,1.74,38.97476549081781,Eslovênia
Botjan Maek,M,44.0,174.0,118.0,Slovenia,SLO,2016,Verão,Rio de Janeiro,Tiro Esportivo,Tiro Masculino Fossa,,1.74,38.97476549081781,Eslovênia
Eve Macfarlane,F,19.0,186.0,75.0,New Zealand,NZL,2012,Verão,London,Remo,Remo Feminino Quádrupla,,1.86,21.678806798473808,Nova Zelândia
Eve Macfarlane,F,23.0,186.0,75.0,New Zealand,NZL,2016,Verão,Rio de Janeiro,Remo,Remo Feminino Dupla,,1.86,21.678806798473808,Nova Zelândia
Kate Elizabeth Macgregor,F,21.0,158.0,60.0,Great Britain,GBR,2012,Verão,London,Vela,Vela Feminina Barco de Quilha para Três Pessoas,,1.58,24.034609838166958,Reino Unido
Lucy Claire Macgregor,F,25.0,158.0,63.0,Great Britain,GBR,2012,Verão,London,Vela,Vela Feminina Barco de Quilha para Três Pessoas,,1.58,25.236340330075304,Reino Unido
Gia Mach'avariani,M,27.0,170.0,105.0,Georgia,GEO,2012,Verão,London,Levantamento de Peso,Halterofilismo Masculino Peso Pesado,,1.7,36.33217993079585,Geórgia
Ral Csar Machacuay Huamn,M,33.0,165.0,57.0,Peru,PER,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino Maratona,,1.65,20.936639118457304,Peru
Carlos David Machado Sobrados,M,32.0,174.0,70.0,Spain,ESP,2012,Verão,London,Tênis de Mesa,Tênis de Mesa Masculino Individual,,1.74,23.120623596247853,Espanha
Deiver Andrs Machado Mena,M,22.0,172.0,71.0,Colombia,COL,2016,Verão,Rio de Janeiro,Futebol,Futebol Masculino,,1.72,23.99945916711736,Colômbia
Juliana Jos Machado,F,21.0,175.0,60.0,Angola,ANG,2016,Verão,Rio de Janeiro,Handebol,Handebol Feminino,,1.75,19.591836734693878,Angola
Lus ngel Machado Cabrera,M,21.0,176.0,60.0,Venezuela,VEN,2016,Verão,Rio de Janeiro,Boxe,Boxe Masculino Peso Leve,,1.76,19.369834710743802,Venezuela
Mala de Paula Machado,F,35.0,167.0,67.0,Brazil,BRA,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino 100 metros Com Barreiras,,1.67,24.023808670084982,Brasil
Tsotne Machavariani,M,18.0,180.0,74.0,Georgia,GEO,2016,Verão,Rio de Janeiro,Tiro Esportivo,Tiro Masculino Pistola de Ar 10 metros,,1.8,22.839506172839506,Geórgia
Tsotne Machavariani,M,18.0,180.0,74.0,Georgia,GEO,2016,Verão,Rio de Janeiro,Tiro Esportivo,Tiro Masculino Pistola Livre 50 metros,,1.8,22.839506172839506,Geórgia
Rui Machida,F,23.0,161.0,57.0,Japan,JPN,2016,Verão,Rio de Janeiro,Basquete,Basquete Feminino,,1.61,21.98989236526368,Japão
Julia Mchtig,F,26.0,187.0,80.0,Germany,GER,2012,Verão,London,Atletismo,Atletismo Feminino Heptatlo,,1.87,22.877405702193368,Alemanha
Isabel Macas Chow,F,27.0,165.0,52.0,Spain,ESP,2012,Verão,London,Atletismo,Atletismo Feminino 1.500 metros,,1.65,19.100091827364558,Espanha
Jonas Maiulis,M,27.0,198.0,103.0,Lithuania,LTU,2012,Verão,London,Basquete,Basquete Masculino,,1.98,26.272829303132333,Lituânia
Jonas Maiulis,M,31.0,198.0,103.0,Lithuania,LTU,2016,Verão,Rio de Janeiro,Basquete,Basquete Masculino,,1.98,26.272829303132333,Lituânia
Iain Mackay,M,27.0,180.0,75.0,Great Britain,GBR,2012,Verão,London,Hóquei,Hóquei Masculino,,1.8,23.148148148148145,Reino Unido
Sophie MacKenzie,F,24.0,172.0,57.0,New Zealand,NZL,2016,Verão,Rio de Janeiro,Remo,Remo Feminino Dupla Leve,,1.72,19.2671714440238,Nova Zelândia
Leonora Mackinnon,F,22.0,180.0,80.0,Canada,CAN,2016,Verão,Rio de Janeiro,Esgrima,Esgrima Feminino Epee Individual,,1.8,24.691358024691358,Canadá
Brittany MacLean,F,18.0,172.0,70.0,Canada,CAN,2012,Verão,London,Natação,Natação Feminina 400 metros Livre,,1.72,23.661438615467823,Canadá
Brittany MacLean,F,18.0,172.0,70.0,Canada,CAN,2012,Verão,London,Natação,Natação Feminina Revezamento 4 x 200 metros Livre,,1.72,23.661438615467823,Canadá
Brittany MacLean,F,22.0,172.0,70.0,Canada,CAN,2016,Verão,Rio de Janeiro,Natação,Natação Feminina 200 metros Livre,,1.72,23.661438615467823,Canadá
Brittany MacLean,F,22.0,172.0,70.0,Canada,CAN,2016,Verão,Rio de Janeiro,Natação,Natação Feminina 400 metros Livre,,1.72,23.661438615467823,Canadá
Brittany MacLean,F,22.0,172.0,70.0,Canada,CAN,2016,Verão,Rio de Janeiro,Natação,Natação Feminina 800 metros Livre,,1.72,23.661438615467823,Canadá
Brittany MacLean,F,22.0,172.0,70.0,Canada,CAN,2016,Verão,Rio de Janeiro,Natação,Natação Feminina Revezamento 4 x 200 metros Livre,Bronze,1.72,23.661438615467823,Canadá
Heather MacLean,F,20.0,183.0,70.0,Canada,CAN,2012,Verão,London,Natação,Natação Feminina Revezamento 4 x 100 metros Livre,,1.83,20.902385858042937,Canadá
"Rosannagh ""Rosie"" MacLennan",F,23.0,158.0,54.0,Canada,CAN,2012,Verão,London,Ginástica de Trampolim,Trampolim Feminino Individual,Ouro,1.58,21.63114885435026,Canadá
"Rosannagh ""Rosie"" MacLennan",F,27.0,158.0,54.0,Canada,CAN,2016,Verão,Rio de Janeiro,Ginástica de Trampolim,Trampolim Feminino Individual,Ouro,1.58,21.63114885435026,Canadá
Hannah Louise Macleod,F,28.0,172.0,67.0,Great Britain,GBR,2012,Verão,London,Hóquei,Hóquei Feminino,Bronze,1.72,22.647376960519203,Reino Unido
Hannah Louise Macleod,F,32.0,172.0,67.0,Great Britain,GBR,2016,Verão,Rio de Janeiro,Hóquei,Hóquei Feminino,Ouro,1.72,22.647376960519203,Reino Unido
Kathleen MacLeod,F,25.0,168.0,61.0,Australia,AUS,2012,Verão,London,Basquete,Basquete Feminino,Bronze,1.68,21.612811791383223,Austrália
Daniel Macovei,M,23.0,185.0,71.0,Romania,ROU,2016,Verão,Rio de Janeiro,Natação,Natação Masculino Revezamento 4 x 100 metros Livre,,1.85,20.74506939371804,Romênia
Milan Mavan,M,26.0,205.0,107.0,Serbia,SRB,2016,Verão,Rio de Janeiro,Basquete,Basquete Masculino,Prata,2.05,25.46103509815586,Sérvia
Bogdan Mada,M,23.0,182.0,91.0,Romania,ROU,2012,Verão,London,Canoagem,Canoagem Masculina Kayak Duplo 200 metros,,1.82,27.47252747252747,Romênia
Natalia Madaj,F,24.0,175.0,68.0,Poland,POL,2012,Verão,London,Remo,Remo Feminino Quádrupla,,1.75,22.20408163265306,Polônia
Natalia Madaj,F,28.0,175.0,68.0,Poland,POL,2016,Verão,Rio de Janeiro,Remo,Remo Feminino Dupla,Ouro,1.75,22.20408163265306,Polônia
Hassan Ibrahim Madani Ibrahim,M,33.0,170.0,60.0,Egypt,EGY,2012,Verão,London,Luta Livre,Luta Livre Masculina Peso Leve,,1.7,20.761245674740486,Egito
Norbert Madaras,M,32.0,191.0,91.0,Hungary,HUN,2012,Verão,London,Polo Aquático,Pólo Aquático Masculino,,1.91,24.94449165318933,Hungria
Tams Madarsz,M,25.0,190.0,90.0,Hungary,HUN,2012,Verão,London,Judô,Judô Masculino Médio,,1.9,24.930747922437675,Hungria
Viktria Madarsz,F,27.0,158.0,44.0,Hungary,HUN,2012,Verão,London,Atletismo,Atletismo Feminino Marcha 20 quilômetros,,1.58,17.625380547989103,Hungria
Viktria Madarsz,F,31.0,158.0,44.0,Hungary,HUN,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino Marcha 20 quilômetros,,1.58,17.625380547989103,Hungria
"Elizabeth ""Beezie"" Madden (Patton-)",F,48.0,168.0,63.0,United States,USA,2012,Verão,London,Hipismo,Hipismo Misto Salto Individual,,1.68,22.321428571428577,Estados Unidos
"Elizabeth ""Beezie"" Madden (Patton-)",F,48.0,168.0,63.0,United States,USA,2012,Verão,London,Hipismo,Equitação Mista Salto por Equipes,,1.68,22.321428571428577,Estados Unidos
"Elizabeth ""Beezie"" Madden (Patton-)",F,52.0,168.0,63.0,United States,USA,2016,Verão,Rio de Janeiro,Hipismo,Hipismo Misto Salto Individual,,1.68,22.321428571428577,Estados Unidos
"Elizabeth ""Beezie"" Madden (Patton-)",F,52.0,168.0,63.0,United States,USA,2016,Verão,Rio de Janeiro,Hipismo,Equitação Mista Salto por Equipes,Prata,1.68,22.321428571428577,Estados Unidos
Lvy Clment Madinda,M,20.0,167.0,67.0,Gabon,GAB,2012,Verão,London,Futebol,Futebol Masculino,,1.67,24.023808670084982,Gabão
Tianna Madison-Bartoletta,F,26.0,168.0,58.0,United States,USA,2012,Verão,London,Atletismo,Atletismo Feminino 100 metros,,1.68,20.549886621315196,Estados Unidos
Tianna Madison-Bartoletta,F,26.0,168.0,58.0,United States,USA,2012,Verão,London,Atletismo,Revezamento 4 x 100 metros Feminino Atletismo,Ouro,1.68,20.549886621315196,Estados Unidos
Tianna Madison-Bartoletta,F,30.0,168.0,58.0,United States,USA,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino 100 metros,,1.68,20.549886621315196,Estados Unidos
Tianna Madison-Bartoletta,F,30.0,168.0,58.0,United States,USA,2016,Verão,Rio de Janeiro,Atletismo,Revezamento 4 x 100 metros Feminino Atletismo,Ouro,1.68,20.549886621315196,Estados Unidos
Tianna Madison-Bartoletta,F,30.0,168.0,58.0,United States,USA,2016,Verão,Rio de Janeiro,Atletismo,Salto em Distância Feminino Atletismo,Ouro,1.68,20.549886621315196,Estados Unidos
Alejandro Madorno,M,40.0,183.0,73.0,Argentina,ARG,2012,Verão,London,Hipismo,Hipismo Misto Salto Individual,,1.83,21.798202394816204,Argentina
Marcos Madrid Mantilla,M,29.0,180.0,68.0,Mexico,MEX,2016,Verão,Rio de Janeiro,Tênis de Mesa,Tênis de Mesa Masculino Individual,,1.8,20.98765432098765,México
Frederik Rodenberg Madsen,M,18.0,187.0,73.0,Denmark,DEN,2016,Verão,Rio de Janeiro,Ciclismo,Ciclismo Masculino Perseguição por Equipes 4.000 metros,Bronze,1.87,20.875632703251448,Dinamarca
Lloyd Madsen,M,26.0,175.0,76.0,South Africa,RSA,2012,Verão,London,Hóquei,Hóquei Masculino,,1.75,24.816326530612244,África do Sul
Mark Overgaard Madsen,M,27.0,177.0,80.0,Denmark,DEN,2012,Verão,London,Luta Livre,Luta Greco Romana Masculina Peso Médio,,1.77,25.53544639152223,Dinamarca
Mark Overgaard Madsen,M,31.0,177.0,80.0,Denmark,DEN,2016,Verão,Rio de Janeiro,Luta Livre,Luta Greco Romana Masculina Peso Médio,Prata,1.77,25.53544639152223,Dinamarca
Nanna Koerstz Madsen,F,21.0,171.0,67.0,Denmark,DEN,2016,Verão,Rio de Janeiro,Golfe,Golfe Feminino Individual,,1.71,22.91303307000445,Dinamarca
Jennifer Madu,F,21.0,168.0,65.0,Nigeria,NGR,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino 100 metros,,1.68,23.030045351473927,Nigéria
Jennifer Madu,F,21.0,168.0,65.0,Nigeria,NGR,2016,Verão,Rio de Janeiro,Atletismo,Revezamento 4 x 100 metros Feminino Atletismo,,1.68,23.030045351473927,Nigéria
Kingsley Madu,M,20.0,171.0,79.0,Nigeria,NGR,2016,Verão,Rio de Janeiro,Futebol,Futebol Masculino,Bronze,1.71,27.01685988851271,Nigéria
Epp Me,F,24.0,169.0,76.0,Estonia,EST,2016,Verão,Rio de Janeiro,Luta Livre,Luta Livre Feminino Peso Pesado Estilo Livre,,1.69,26.609712545078956,Estônia
Kayono Maeda,F,21.0,165.0,63.0,Japan,JPN,2012,Verão,London,Ciclismo,Ciclismo Feminino Sprint,,1.65,23.140495867768596,Japão
Miyuki Maeda,F,26.0,169.0,61.0,Japan,JPN,2012,Verão,London,Badminton,Badminton Feminino Duplas,,1.69,21.35779559539232,Japão
Juan Ignacio Maegli Agero,M,24.0,183.0,84.0,Guatemala,GUA,2012,Verão,London,Vela,Vela Masculina Dingue Individual,,1.83,25.082863029651524,Guatemala
Juan Ignacio Maegli Agero,M,28.0,183.0,84.0,Guatemala,GUA,2016,Verão,Rio de Janeiro,Vela,Vela Masculina Dingue Individual,,1.83,25.082863029651524,Guatemala
Roberto Maehler,M,31.0,183.0,82.0,Brazil,BRA,2016,Verão,Rio de Janeiro,Canoagem,Canoagem Masculina Canoa Quádrupla 1.000 metros,,1.83,24.48565200513601,Brasil
Gabriel Jos Maestre Prez,M,25.0,177.0,69.0,Venezuela,VEN,2012,Verão,London,Boxe,Boxe Masculino Peso Meio Médio,,1.77,22.024322512687924,Venezuela
Gabriel Jos Maestre Prez,M,29.0,177.0,69.0,Venezuela,VEN,2016,Verão,Rio de Janeiro,Boxe,Boxe Masculino Peso Meio Médio,,1.77,22.024322512687924,Venezuela
Riccardo Maestri,M,18.0,176.0,72.0,Italy,ITA,2012,Verão,London,Natação,Natação Masculina Revezamento 4 x 200 metros Livre,,1.76,23.243801652892564,Itália
Mihaela Maevska,F,21.0,172.0,54.0,Bulgaria,BUL,2012,Verão,London,Ginástica Rítmica,Ginástica Rítmica Feminina Equipe,,1.72,18.25310978907518,Bulgária
Mihaela Maevska,F,25.0,172.0,54.0,Bulgaria,BUL,2016,Verão,Rio de Janeiro,Ginástica Rítmica,Ginástica Rítmica Feminina Equipe,Bronze,1.72,18.25310978907518,Bulgária
Tim Maeyens,M,30.0,185.0,85.0,Belgium,BEL,2012,Verão,London,Remo,Remo Masculino Skiff Individual,,1.85,24.835646457268076,Bélgica
Lisandro Magllan,M,22.0,182.0,79.0,Argentina,ARG,2016,Verão,Rio de Janeiro,Futebol,Futebol Masculino,,1.82,23.849776597029344,Argentina
Nicholas Daryl Magaa Defago,M,20.0,198.0,90.0,Peru,PER,2016,Verão,Rio de Janeiro,Natação,Natação Masculina 100 metros Livre,,1.98,22.95684113865932,Peru
Alicia Magaz Medrano,F,22.0,161.0,60.0,Spain,ESP,2016,Verão,Rio de Janeiro,Hóquei,Hóquei Feminino,,1.61,23.147255121330193,Espanha
Panagiotis Magdanis,M,21.0,175.0,71.0,Greece,GRE,2012,Verão,London,Remo,Remo Masculino Double Skiff Peso Leve,,1.75,23.183673469387756,Grécia
Panagiotis Magdanis,M,25.0,175.0,71.0,Greece,GRE,2016,Verão,Rio de Janeiro,Remo,Remo Masculino Coxless Quatro Peso Leve,,1.75,23.183673469387756,Grécia
Aia Magdi Mohamed,F,17.0,161.0,57.0,Qatar,QAT,2012,Verão,London,Tênis de Mesa,Tênis de Mesa Feminino Individual,,1.61,21.98989236526368,Catar
Ahmed Magdy Sa'd Mohamed,M,22.0,172.0,68.0,Egypt,EGY,2012,Verão,London,Futebol,Futebol Masculino,,1.72,22.985397512168742,Egito
Raghd Magdy Muhammad Mustafa,F,29.0,169.0,67.0,Egypt,EGY,2012,Verão,London,Tênis de Mesa,Tênis de Mesa Feminino por Equipes,,1.69,23.458562375266975,Egito
Chloe Noelle Magee,F,23.0,165.0,61.0,Ireland,IRL,2012,Verão,London,Badminton,Badminton Feminino Individual,,1.65,22.4058769513315,Irlanda
Chloe Noelle Magee,F,27.0,165.0,61.0,Ireland,IRL,2016,Verão,Rio de Janeiro,Badminton,Badminton Feminino Individual,,1.65,22.4058769513315,Irlanda
Eugene Magee,M,30.0,177.0,83.0,Ireland,IRL,2016,Verão,Rio de Janeiro,Hóquei,Hóquei Masculino,,1.77,26.493025631204315,Irlanda
Ciara Mageean,F,24.0,170.0,55.0,Ireland,IRL,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino 1.500 metros,,1.7,19.031141868512112,Irlanda
Jordan Mageo,F,19.0,172.0,68.0,American Samoa,ASA,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino 100 metros,,1.72,22.985397512168742,Samoa Americana
Jessica Mager,F,24.0,169.0,57.0,Germany,GER,2012,Verão,London,Tiro Esportivo,Tiro Feminino Rifle de Ar 10 metros,,1.69,19.95728440880922,Alemanha
Marouen Maggaiz,M,28.0,192.0,110.0,Tunisia,TUN,2012,Verão,London,Handebol,Handebol Masculino,,1.92,29.83940972222222,Tunísia
Marouen Maggaiz,M,33.0,192.0,110.0,Tunisia,TUN,2016,Verão,Rio de Janeiro,Handebol,Handebol Masculino,,1.92,29.83940972222222,Tunísia
Maurren Higa Maggi,F,36.0,173.0,61.0,Brazil,BRA,2012,Verão,London,Atletismo,Salto em Distância Feminino Atletismo,,1.73,20.381569714992146,Brasil
Rasmus Mgi,M,20.0,187.0,77.0,Estonia,EST,2012,Verão,London,Atletismo,Atletismo Masculino 400 metros com Barreiras,,1.87,22.019502988361115,Estônia
Rasmus Mgi,M,24.0,187.0,77.0,Estonia,EST,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino 400 metros com Barreiras,,1.87,22.019502988361115,Estônia
Gianluca Maglia,M,23.0,194.0,77.0,Italy,ITA,2012,Verão,London,Natação,Natação Masculina Revezamento 4 x 200 metros Livre,,1.94,20.45913487086832,Itália
Margherita Magnani,F,29.0,161.0,45.0,Italy,ITA,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino 1.500 metros,,1.61,17.360441340997646,Itália
Filippo Magnini,M,30.0,188.0,80.0,Italy,ITA,2012,Verão,London,Natação,Natação Masculina 100 metros Livre,,1.88,22.634676324128566,Itália
